text,service,food,anecdotes/miscellaneous,price,ambience
even after they overcharged me the last time i was there,1,0,0,0,0
the service was attentive,1,0,0,0,0
he not only makes his own homemade mozzarella but every pie is ultra fresh,0,1,0,0,0
fish was overdone,0,1,0,0,0
great idea and base for restaurant but work on the details people who think this was good need to go back to the shore towns and rethink what it should have tasted like,0,0,1,0,0
when youre sitting in their main dining room which has a spectacular handpainted high ceiling youd never know there was a world outside,0,0,0,0,1
we visited bread bar during january restaurant week and were so pleased with the menu selections and service,1,1,0,0,0
i have been twice to this restaurant,0,0,1,0,0
also make sure you pay attention to the music being piped in  quite a weird selection,0,0,0,0,1
you could get a much better dining experience for the same amount of money in a lot of other french bistros,0,0,1,0,0
the establishment scores big points in presentation and style,0,0,0,0,1
the rest of the dim sum though pricey by chinatown standards is worth it,0,1,0,1,0
good food,0,1,0,0,0
the wait staff is very friendly if not overly efficient,1,0,0,0,0
surprisingly nothing could be further from the truth,0,0,1,0,0
the dim sum however was very good,0,1,0,0,0
its better than being on the roof of sutton place with 19 year old interns jabbing you in the ribs all night,0,0,1,0,0
service has always been friendly and efficient,1,0,0,0,0
went there and had a combination of different seafood dishes and appetizers,0,1,0,0,0
its a great place for a casual date or to entertain clients for lunch,0,0,1,0,0
all we received was an apology as we left to see our show without dinner,1,0,0,0,0
the table next to us asked if he crushed the grapes himself when their long overdue bottle of wine finally arrived,1,0,0,0,0
prices are very good,0,0,0,1,0
we could not catch our waiters eye and he ignored us,1,0,0,0,0
fantastic place,0,0,1,0,0
plain and simple its bad thai food,0,1,0,0,0
definitely not a restaurant to skip,0,0,1,0,0
they refuse to seat parties of 3 or more on weekends,1,0,0,0,0
usually 3 vs 4 items per dish,0,1,0,0,0
while certain staples are excellent the burger some of the pastas the food is not really the point,0,1,0,0,0
the dim sum was soso but not spectacular,0,1,0,0,0
the food was soso,0,1,0,0,0
the waitress seems to be more concerned of looking good than actually waitressing,1,0,0,0,0
the place is larger than most and features adequate seating unlike most joints and has a bar which deserves a mention,0,0,0,0,1
what a ripoff,0,0,0,1,0
threw my fiances surprise 30th birthday dinner here couldnt be happier,0,0,1,0,0
you can do it here,0,0,1,0,0
foodawesome,0,1,0,0,0
good music great food speedy service affordable prices,1,1,0,1,1
there was a small wait but shorter than i expected,0,0,1,0,0
the lobster sandwich is 24 and although it was good it was not nearly enough to warrant that price,0,1,0,1,0
may the owner always has a smile on her and will warmly greet you,1,0,0,0,0
ive lived in ny for 5 years and this place has it all,0,0,1,0,0
i just read mocaramels review and felt compelled to respond,0,0,1,0,0
the sides were ok and incredibly salty,0,1,0,0,0
it hits the spot every time,0,0,1,0,0
for some reason all the seafood on the menu was unavailable except for the salmon,0,1,0,0,0
not a large place but its cute and cozy,0,0,0,0,1
dont be fooled by crowds of people,0,0,1,0,0
and theres no way out,0,0,1,0,0
the beverages were excellent and the dessert was good,0,1,0,0,0
the hostess and the waitress were incredibly rude and did everything they could to rush us out,1,0,0,0,0
next time we wouldnt dare ordering anything else other than some simple asian appetizers and drinks,0,1,0,0,0
please if your thinking about it go and stay the wait you wont be disappointed,0,0,1,0,0
i must say the view of nyc is so beautiful,0,0,0,0,1
if youd like to have a nice light meal with an asian accent long tan is a good place on the slope,0,1,0,0,0
when going out for a nice dinner i like a nice ambiance as well as very good food,0,0,1,0,0
for all you lazy folks that dont want to come to alphabet city i say good  stay out,0,0,1,0,0
otherwise this place has great service and prices and a nice friendly atmosphere,1,0,0,1,1
highly recommend this as great value for excellent sushi and service,1,1,0,1,0
this place would be so much better served by being run by a group that actually understands customer service,1,0,0,0,0
a   the service was good to excellent along with the attitude,1,0,0,0,0
this is my fourth try over a two year period and im done,0,0,1,0,0
the food is awesome  definitely try the striped bass,0,1,0,0,0
the music does get a little loud at times but it just made me want to lean closer to my beautiful wife and as i did i got a whiff of corriander,0,0,0,0,1
black white shakes came out good also,0,1,0,0,0
its simply the best meal in nyc,0,0,1,0,0
probably would not go again,0,0,1,0,0
after passing by this restaurant for sometime i finally decided to go in and have dinner,0,0,1,0,0
the seating was if they were trying to get the maximum amount of people into the restaurant so be nice to your neighbor when you dine here,0,0,0,0,1
i ordered the chu chu curry and my friend ordered the pad thai chicken,0,1,0,0,0
we go on mondays for the prix fixe and our experience with the food has been comparable to blue ribbon,0,1,0,0,0
tuk tuk is my second favorite neighborhood thai place the first being joya,0,0,1,0,0
however theyve got the most amazing pastrami and the soups hit the spot,0,1,0,0,0
great bagels made the oldfashioned way,0,1,0,0,0
this is some really good inexpensive sushi,0,1,0,1,0
my personal favorite is an everything bagel with lox spread but all the bagles are unbeliavably good,0,1,0,0,0
i wouldnt even have complained at all if the food at least tasted good but the quality of food was crappy too,0,1,0,0,0
for the next hour and a half we stood in the crowded lobby area of this touristy restaurant listening to all types of explanations of why we were not being seated,1,0,0,0,0
the pizza is delicious and the proprietor is one of the nicest in nyc,1,1,0,0,0
also good for client lunch meetings esp,0,0,1,0,0
for 600  the most we have ever paid not even waving a magic wand will ever get us back for a repeat performance,0,0,0,1,0
the decor is dark cool and soothing while the foods presentation is spectacular considering the low prices,0,1,0,1,1
the waitstaff were very nice and suggested swordfish for my husband he enjoyed his meal,1,1,0,0,0
the setting is casual and romantic,0,0,0,0,1
it was horrible,0,0,1,0,0
terrible terrible management  deserves to be shutdown,1,0,0,0,0
great friendly service fast seating fast delivery excellent sushi,1,1,0,0,0
the desserts are more appealing then stuffy overpriced french restaurants,0,1,0,0,0
the italian food has flavor that can be sort of surprising on the ues and the service turns from a nightmare to attentivethey sort of remind me of the ny yankees of the late 90s no matter how bad it look you knew that there was a rally just around the corner,1,1,0,0,0
as many other reviewers noticed your order is often slow to arrive  this is particularly true in the evening but is not a problem during lunch time,1,0,0,0,0
i found the food to be outstanding particulary the salmon dish i had,0,1,0,0,0
mizu is home to creative and unique rolls not to found anywhere else,0,1,0,0,0
the new york times has reviewed this place three times already you know its going to be good,0,0,1,0,0
baluchis has solid food and a nice decor at reasonable prices,0,1,0,1,1
emilio the owner is often sitting in the front table greeting guests as they come and go,1,0,0,0,0
i have been to spice three times twice during lunch and once at dinner,0,0,1,0,0
moules were excellent lobster ravioli was very salty,0,1,0,0,0
i came to this restaurant expecting to be surprised but left bored and overcharged,0,0,1,1,0
a cheap eat for nyc but not for dosa,0,0,0,1,0
the atmosphere is noisy and the waiters are literally walking around doing things as fast as they can,1,0,0,0,1
the seafood is amazing theres a good wine list and the everchanging menu always offers some great surprises,0,1,0,0,0
i dont usually order wine with indian so i cant comment on their wine list or their wines,0,1,0,0,0
pastrami or corned beef are juicy and piled high ask for extra rye bread,0,1,0,0,0
200 for 2 glasses of champagne not too expensive bottle of wine and 2 after dinner drinks,0,0,0,1,0
really though wheres the seasoning,0,1,0,0,0
the food was just ok at least for what food was available,0,1,0,0,0
by dinner time they turn it around and mount a huge comeback,0,0,1,0,0
the waitress was very patient with us and the food is phenomenal,1,1,0,0,0
the ambience was nice but service wasnt so great,1,0,0,0,1
solid wine list knowledgeable staff friendly owners and an adventurous everchanging menu keep us coming back,1,1,0,0,0
the people that work there are always so friendly you forget you are in new york sometimes,1,0,0,0,0
we didnt even see a menu as our waiter described both the specials and the main dishes,1,0,0,0,0
the location and ambience is ok but the food is what makes up for it,0,1,0,0,1
otherwise good stuff for late nite eats,0,1,0,0,0
the dinner was ok nothing i would have again,0,1,0,0,0
it is thick and slightly soggy,0,1,0,0,0
its not the same if you have to sit inside,0,0,0,0,1
i love and i know gourmet food by excellence,0,1,0,0,0
i plan to come here again and look forward to trying their assortment of bruschetta paninis,0,1,1,0,0
great people watching as others do the same to you,0,0,0,0,1
maybe it was just an unintentional mistake but ive experienced the same with other restaurants so i dont appreciate such practice,0,0,1,0,0
